👌🏽	ok hand: medium skin tone	awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|medium|medium skin tone|ok|ok hand: medium skin tone|okay|pinch|rad|skin|sure|sweet|three|tone
👌🏾	ok hand: medium-dark skin tone	awesome|bet|dark|dope|fleek|fosho|got|gotcha|hand|legit|medium|medium-dark skin tone|ok|ok hand: medium-dark skin tone|okay|pinch|rad|skin|sure|sweet|three|tone
👌🏿	ok hand: dark skin tone	awesome|bet|dark|dark skin tone|dope|fleek|fosho|got|gotcha|hand|legit|ok|ok hand: dark skin tone|okay|pinch|rad|skin|sure|sweet|three|tone
🤌	pinched fingers	fingers|gesture|hand|hold|huh|interrogation|patience|pinched|pinched fingers|relax|sarcastic|ugh|what|zip
🤌🏻	pinched fingers: light skin tone	fingers|gesture|hand|hold|huh|interrogation|light|light skin tone|patience|pinched|pinched fingers: light skin tone|relax|sarcastic|skin|tone|ugh|what|zip
🤌🏼	pinched fingers: medium-light skin tone	fingers|gesture|hand|hold|huh|interrogation|light|medium|medium-light skin tone|patience|pinched|pinched fingers: medium-light skin tone|relax|sarcastic|skin|tone|ugh|what|zip
🤌🏽	pinched fingers: medium skin tone	fingers|gesture|hand|hold|huh|interrogation|medium|medium skin tone|patience|pinched|pinched fingers: medium skin tone|relax|sarcastic|skin|tone|ugh|what|zip
🤌🏾	pinched fingers: medium-dark skin tone	dark|fingers|gesture|hand|hold|huh|interrogation|medium|medium-dark skin tone|patience|pinched|pinched fingers: medium-dark skin tone|relax|sarcastic|skin|tone|ugh|what|zip
🤌🏿	pinched fingers: dark skin tone	dark|dark skin tone|fingers|gesture|hand|hold|huh|interrogation|patience|pinched|pinched fingers: dark skin tone|relax|sarcastic|skin|tone|ugh|what|zip
🤏	pinching hand	amount|bit|fingers|hand|little|pinching|pinching hand|small|sort
🤏🏻	pinching hand: light skin tone	amount|bit|fingers|hand|light|light skin tone|little|pinching|pinching hand: light skin tone|skin|small|sort|tone
🤏🏼	pinching hand: medium-light skin tone	amount|bit|fingers|hand|light|little|medium|medium-light skin tone|pinching|pinching hand: medium-light skin tone|skin|small|sort|tone
🤏🏽	pinching hand: medium skin tone	amount|bit|fingers|hand|little|medium|medium skin tone|pinching|pinching hand: medium skin tone|skin|small|sort|tone
🤏🏾	pinching hand: medium-dark skin tone	amount|bit|dark|fingers|hand|little|medium|medium-dark skin tone|pinching|pinching hand: medium-dark skin tone|skin|small|sort|tone
🤏🏿	pinching hand: dark skin tone	amount|bit|dark|dark skin tone|fingers|hand|little|pinching|pinching hand: dark skin tone|skin|small|sort|tone
✌️	victory hand	hand|victory
✌🏻	victory hand: light skin tone	hand|light|light skin tone|peace|skin|tone|v|victory|victory hand: light skin tone
✌🏼	victory hand: medium-light skin tone	hand|light|medium|medium-light skin tone|peace|skin|tone|v|victory|victory hand: medium-light skin tone
✌🏽	victory hand: medium skin tone	hand|medium|medium skin tone|peace|skin|tone|v|victory|victory hand: medium skin tone
✌🏾	victory hand: medium-dark skin tone	dark|hand|medium|medium-dark skin tone|peace|skin|tone|v|victory|victory hand: medium-dark skin tone
✌🏿	victory hand: dark skin tone	dark|dark skin tone|hand|peace|skin|tone|v|victory|victory hand: dark skin tone
🤞	crossed fingers	cross|crossed|crossed fingers|finger|fingers|hand|luck
🤞🏻	crossed fingers: light skin tone	cross|crossed|crossed fingers: light skin tone|finger|fingers|hand|light|light skin tone|luck|skin|tone
🤞🏼	crossed fingers: medium-light skin tone	cross|crossed|crossed fingers: medium-light skin tone|finger|fingers|hand|light|luck|medium|medium-light skin tone|skin|tone
🤞🏽	crossed fingers: medium skin tone	cross|crossed|crossed fingers: medium skin tone|finger|fingers|hand|luck|medium|medium skin tone|skin|tone
🤞🏾	crossed fingers: medium-dark skin tone	cross|crossed|crossed fingers: medium-dark skin tone|dark|finger|fingers|hand|luck|medium|medium-dark skin tone|skin|tone
🤞🏿	crossed fingers: dark skin tone	cross|crossed|crossed fingers: dark skin tone|dark|dark skin tone|finger|fingers|hand|luck|skin|tone
🫰	hand with index finger and thumb crossed	<3|and|crossed|expensive|finger|hand|hand with index finger and thumb crossed|heart|index|love|money|snap|thumb|with
🫰🏻	hand with index finger and thumb crossed: light skin tone	<3|and|crossed|expensive|finger|hand|hand with index finger and thumb crossed: light skin tone|heart|index|light|light skin tone|love|money|skin|snap|thumb|tone|with
🫰🏼	hand with index finger and thumb crossed: medium-light skin tone	<3|and|crossed|expensive|finger|hand|hand with index finger and thumb crossed: medium-light skin tone|heart|index|light|love|medium|medium-light skin tone|money|skin|snap|thumb|tone|with
🫰🏽	hand with index finger and thumb crossed: medium skin tone	<3|and|crossed|expensive|finger|hand|hand with index finger and thumb crossed: medium skin tone|heart|index|love|medium|medium skin tone|money|skin|snap|thumb|tone|with
🫰🏾	hand with index finger and thumb crossed: medium-dark skin tone	<3|and|crossed|dark|expensive|finger|hand|hand with index finger and thumb crossed: medium-dark skin tone|heart|index|love|medium|medium-dark skin tone|money|skin|snap|thumb|tone|with
🫰🏿	hand with index finger and thumb crossed: dark skin tone	<3|and|crossed|dark|dark skin tone|expensive|finger|hand|hand with index finger and thumb crossed: dark skin tone|heart|index|love|money|skin|snap|thumb|tone|with
🤟	love-you gesture	fingers|gesture|hand|ily|love|love-you|love-you gesture|three|you
🤟🏻	love-you gesture: light skin tone	fingers|gesture|hand|ily|light|light skin tone|love|love-you|love-you gesture: light skin tone|skin|three|tone|you
🤟🏼	love-you gesture: medium-light skin tone	fingers|gesture|hand|ily|light|love|love-you|love-you gesture: medium-light skin tone|medium|medium-light skin tone|skin|three|tone|you
🤟🏽	love-you gesture: medium skin tone	fingers|gesture|hand|ily|love|love-you|love-you gesture: medium skin tone|medium|medium skin tone|skin|three|tone|you
🤟🏾	love-you gesture: medium-dark skin tone	dark|fingers|gesture|hand|ily|love|love-you|love-you gesture: medium-dark skin tone|medium|medium-dark skin tone|skin|three|tone|you
🤟🏿	love-you gesture: dark skin tone	dark|dark skin tone|fingers|gesture|hand|ily|love|love-you|love-you gesture: dark skin tone|skin|three|tone|you
🤘	sign of the horns	finger|hand|horns|of|rock-on|sign|sign of the horns|the
🤘🏻	sign of the horns: light skin tone	finger|hand|horns|light|light skin tone|of|rock-on|sign|sign of the horns: light skin tone|skin|the|tone
🤘🏼	sign of the horns: medium-light skin tone	finger|hand|horns|light|medium|medium-light skin tone|of|rock-on|sign|sign of the horns: medium-light skin tone|skin|the|tone
🤘🏽	sign of the horns: medium skin tone	finger|hand|horns|medium|medium skin tone|of|rock-on|sign|sign of the horns: medium skin tone|skin|the|tone
🤘🏾	sign of the horns: medium-dark skin tone	dark|finger|hand|horns|medium|medium-dark skin tone|of|rock-on|sign|sign of the horns: medium-dark skin tone|skin|the|tone
🤘🏿	sign of the horns: dark skin tone	dark|dark skin tone|finger|hand|horns|of|rock-on|sign|sign of the horns: dark skin tone|skin|the|tone
🤙	call me hand	call|call me hand|hand|hang|loose|me|shaka
🤙🏻	call me hand: light skin tone	call|call me hand: light skin tone|hand|hang|light|light skin tone|loose|me|shaka|skin|tone
🤙🏼	call me hand: medium-light skin tone	call|call me hand: medium-light skin tone|hand|hang|light|loose|me|medium|medium-light skin tone|shaka|skin|tone
🤙🏽	call me hand: medium skin tone	call|call me hand: medium skin tone|hand|hang|loose|me|medium|medium skin tone|shaka|skin|tone
🤙🏾	call me hand: medium-dark skin tone	call|call me hand: medium-dark skin tone|dark|hand|hang|loose|me|medium|medium-dark skin tone|shaka|skin|tone
🤙🏿	call me hand: dark skin tone	call|call me hand: dark skin tone|dark|dark skin tone|hand|hang|loose|me|shaka|skin|tone
👈	backhand index pointing left	backhand|backhand index pointing left|finger|hand|index|left|point|pointing
👈🏻	backhand index pointing left: light skin tone	backhand|backhand index pointing left: light skin tone|finger|hand|index|left|light|light skin tone|point|pointing|skin|tone
👈🏼	backhand index pointing left: medium-light skin tone	backhand|backhand index pointing left: medium-light skin tone|finger|hand|index|left|light|medium|medium-light skin tone|point|pointing|skin|tone
👈🏽	backhand index pointing left: medium skin tone	backhand|backhand index pointing left: medium skin tone|finger|hand|index|left|medium|medium skin tone|point|pointing|skin|tone
👈🏾	backhand index pointing left: medium-dark skin tone	backhand|backhand index pointing left: medium-dark skin tone|dark|finger|hand|index|left|medium|medium-dark skin tone|point|pointing|skin|tone
👈🏿	backhand index pointing left: dark skin tone	backhand|backhand index pointing left: dark skin tone|dark|dark skin tone|finger|hand|index|left|point|pointing|skin|tone
👉	backhand index pointing right	backhand|backhand index pointing right|finger|hand|index|point|pointing|right
👉🏻	backhand index pointing right: light skin tone	backhand|backhand index pointing right: light skin tone|finger|hand|index|light|light skin tone|point|pointing|right|skin|tone
👉🏼	backhand index pointing right: medium-light skin tone	backhand|backhand index pointing right: medium-light skin tone|finger|hand|index|light|medium|medium-light skin tone|point|pointing|right|skin|tone
👉🏽	backhand index pointing right: medium skin tone	backhand|backhand index pointing right: medium skin tone|finger|hand|index|medium|medium skin tone|point|pointing|right|skin|tone
👉🏾	backhand index pointing right: medium-dark skin tone	backhand|backhand index pointing right: medium-dark skin tone|dark|finger|hand|index|medium|medium-dark skin tone|point|pointing|right|skin|tone
👉🏿	backhand index pointing right: dark skin tone	backhand|backhand index pointing right: dark skin tone|dark|dark skin tone|finger|hand|index|point|pointing|right|skin|tone
👆	backhand index pointing up	backhand|backhand index pointing up|finger|hand|index|point|pointing|up
👆🏻	backhand index pointing up: light skin tone	backhand|backhand index pointing up: light skin tone|finger|hand|index|light|light skin tone|point|pointing|skin|tone|up
👆🏼	backhand index pointing up: medium-light skin tone	backhand|backhand index pointing up: medium-light skin tone|finger|hand|index|light|medium|medium-light skin tone|point|pointing|skin|tone|up
👆🏽	backhand index pointing up: medium skin tone	backhand|backhand index pointing up: medium skin tone|finger|hand|index|medium|medium skin tone|point|pointing|skin|tone|up
👆🏾	backhand index pointing up: medium-dark skin tone	backhand|backhand index pointing up: medium-dark skin tone|dark|finger|hand|index|medium|medium-dark skin tone|point|pointing|skin|tone|up
👆🏿	backhand index pointing up: dark skin tone	backhand|backhand index pointing up: dark skin tone|dark|dark skin tone|finger|hand|index|point|pointing|skin|tone|up
🖕	middle finger	finger|hand|middle|middle finger
🖕🏻	middle finger: light skin tone	finger|hand|light|light skin tone|middle|middle finger: light skin tone|skin|tone
🖕🏼	middle finger: medium-light skin tone	finger|hand|light|medium|medium-light skin tone|middle|middle finger: medium-light skin tone|skin|tone
🖕🏽	middle finger: medium skin tone	finger|hand|medium|medium skin tone|middle|middle finger: medium skin tone|skin|tone
🖕🏾	middle finger: medium-dark skin tone	dark|finger|hand|medium|medium-dark skin tone|middle|middle finger: medium-dark skin tone|skin|tone
🖕🏿	middle finger: dark skin tone	dark|dark skin tone|finger|hand|middle|middle finger: dark skin tone|skin|tone
👇	backhand index pointing down	backhand|backhand index pointing down|down|finger|hand|index|point|pointing
👇🏻	backhand index pointing down: light skin tone	backhand|backhand index pointing down: light skin tone|down|finger|hand|index|light|light skin tone|point|pointing|skin|tone
👇🏼	backhand index pointing down: medium-light skin tone	backhand|backhand index pointing down: medium-light skin tone|down|finger|hand|index|light|medium|medium-light skin tone|point|pointing|skin|tone
👇🏽	backhand index pointing down: medium skin tone	backhand|backhand index pointing down: medium skin tone|down|finger|hand|index|medium|medium skin tone|point|pointing|skin|tone
👇🏾	backhand index pointing down: medium-dark skin tone	backhand|backhand index pointing down: medium-dark skin tone|dark|down|finger|hand|index|medium|medium-dark skin tone|point|pointing|skin|tone
👇🏿	backhand index pointing down: dark skin tone	backhand|backhand index pointing down: dark skin tone|dark|dark skin tone|down|finger|hand|index|point|pointing|skin|tone
☝️	index pointing up	index|pointing|up
☝🏻	index pointing up: light skin tone	finger|hand|index|index pointing up: light skin tone|light|light skin tone|point|pointing|skin|this|tone|up
☝🏼	index pointing up: medium-light skin tone	finger|hand|index|index pointing up: medium-light skin tone|light|medium|medium-light skin tone|point|pointing|skin|this|tone|up
☝🏽	index pointing up: medium skin tone	finger|hand|index|index pointing up: medium skin tone|medium|medium skin tone|point|pointing|skin|this|tone|up
☝🏾	index pointing up: medium-dark skin tone	dark|finger|hand|index|index pointing up: medium-dark skin tone|medium|medium-dark skin tone|point|pointing|skin|this|tone|up
☝🏿	index pointing up: dark skin tone	dark|dark skin tone|finger|hand|index|index pointing up: dark skin tone|point|pointing|skin|this|tone|up
🫵	index pointing at the viewer	at|finger|hand|index|index pointing at the viewer|pointing|poke|the|viewer|you
🫵🏻	index pointing at the viewer: light skin tone	at|finger|hand|index|index pointing at the viewer: light skin tone|light|light skin tone|pointing|poke|skin|the|tone|viewer|you
🫵🏼	index pointing at the viewer: medium-light skin tone	at|finger|hand|index|index pointing at the viewer: medium-light skin tone|light|medium|medium-light skin tone|pointing|poke|skin|the|tone|viewer|you
🫵🏽	index pointing at the viewer: medium skin tone	at|finger|hand|index|index pointing at the viewer: medium skin tone|medium|medium skin tone|pointing|poke|skin|the|tone|viewer|you
🫵🏾	index pointing at the viewer: medium-dark skin tone	at|dark|finger|hand|index|index pointing at the viewer: medium-dark skin tone|medium|medium-dark skin tone|pointing|poke|skin|the|tone|viewer|you
🫵🏿	index pointing at the viewer: dark skin tone	at|dark|dark skin tone|finger|hand|index|index pointing at the viewer: dark skin tone|pointing|poke|skin|the|tone|viewer|you
👍	thumbs up	+1|good|hand|like|thumb|thumbs|thumbs up|up|yes
👍🏻	thumbs up: light skin tone	+1|good|hand|light|light skin tone|like|skin|thumb|thumbs|thumbs up: light skin tone|tone|up|yes
👍🏼	thumbs up: medium-light skin tone	+1|good|hand|light|like|medium|medium-light skin tone|skin|thumb|thumbs|thumbs up: medium-light skin tone|tone|up|yes
👍🏽	thumbs up: medium skin tone	+1|good|hand|like|medium|medium skin tone|skin|thumb|thumbs|thumbs up: medium skin tone|tone|up|yes
👍🏾	thumbs up: medium-dark skin tone	+1|dark|good|hand|like|medium|medium-dark skin tone|skin|thumb|thumbs|thumbs up: medium-dark skin tone|tone|up|yes
👍🏿	thumbs up: dark skin tone	+1|dark|dark skin tone|good|hand|like|skin|thumb|thumbs|thumbs up: dark skin tone|tone|up|yes
👎	thumbs down	-1|bad|dislike|down|good|hand|no|nope|thumb|thumbs|thumbs down
👎🏻	thumbs down: light skin tone	-1|bad|dislike|down|good|hand|light|light skin tone|no|nope|skin|thumb|thumbs|thumbs down: light skin tone|tone
👎🏼	thumbs down: medium-light skin tone	-1|bad|dislike|down|good|hand|light|medium|medium-light skin tone|no|nope|skin|thumb|thumbs|thumbs down: medium-light skin tone|tone
